id,entity_type,slug,name,question,finding,status,confidence,source_url,source_title,date_checked,notes
15,person,crafts/metalsdirectorypage/p11.html,Jamie Bennett,alive/job/name-change,"Jamie Bennett (b. 1948), the enamelist/jeweler, is alive and is now Professor Emeritus at SUNY New Paltz after retiring from teaching around 2014–2015; he received the SNAG Lifetime Achievement Award in 2022.",retired-emeritus,high,https://en.wikipedia.org/wiki/Jamie_Bennett_(artist) | https://snagmetalsmith.org/2022/04/2022-laa-jamie-bennett/ | https://www.enamelarts.org/jamie-bennett/ | https://americanart.si.edu/artist/jamie-bennett-346 | https://sites.newpaltz.edu/news/2008/09/jamie-bennett-contemplative-jeweler/,,2026-05-29,"verified=not-needed; Strong confirmed match to the archived record: enamelist/metalsmith, born 1948, MFA from SUNY New Paltz (1974), BFA from University of Georgia (the archived NYU entry shows ""(none)"", consistent with no NYU degree). Returned to teach at SUNY New Paltz from 1985 (matches archived ""since 1985""). Retired from teaching circa 2014 (Wikipedia/SNAG say 2014; Enamel Arts Foundation says 2015) after ~30 years and is Professor Emeritus. Wikipedia categorizes him under ""Living people"" (last updated Oct 2025); no obituary found. Recipient of 2022 SNAG Lifetime Achievement Award and 2016 James Renwick Alliance Outstanding Educator Award. No name change."
16,person,crafts/metalsdirectorypage/p110.html,Thomas S. Madden,alive/job/name-change,"Identity strongly confirmed: the metalsmith Thomas Madden taught at the (renamed) College for Creative Studies in Detroit from 1992, with education matching exactly (BFA Kansas State, MFA Bowling Green State). The school's own faculty page lists his tenure as 1992-2014, indicating he has retired or left active teaching; no obituary was found, so his alive status is unknown.",retired-emeritus,high,https://www.ccsdetroit.edu/person/thomas-madden/ | https://www.collegeforcreativestudies.edu/Faculty/2500/Madden | https://www.toledoblade.com/a-e/art/2007/10/10/Heavy-metal-Bedford-metalsmith-Tom-Madden-s-artwork-is-drawing-national-attention/stories/200710100039,,2026-05-29,"verified=not-needed; ""Center for Creative Studies"" was renamed ""College for Creative Studies"" (CCS Detroit) — same institution, so the archived job is unchanged in substance. Education matches the archived record exactly (BFA Kansas State University, MFA Bowling Green State University), confirming this is the correct metalsmith and not a same-named person. Notable: named ""Master Metalsmith 2007"" by the National Ornamental Metals Museum, Memphis. Faculty page states tenure 1992-2014, so he appears retired/no longer active, though the page does not explicitly say emeritus. No obituary located for this specific individual; multiple unrelated ""Thomas Madden"" obituaries exist but none match — alive status left unknown. No evidence of any name change."
17,person,crafts/metalsdirectorypage/p111.html,James Malenda,alive/job/name-change,"James Malenda (b. 1946, Kingston PA) is alive and an internationally recognized metalsmith/enamelist. He taught at Kutztown University from 1987 and is now Professor Emeritus there; he received Kent State University's 2025 Professional Achievement Award and remains active teaching workshops and maintaining a studio.",retired-emeritus,high,https://www.enamelarts.org/james-malenda/ | https://www.kent.edu/alumni-and-giving/james-malenda-71-2025-professional-achievement-award-recipient | https://www.kutztown.edu/news-and-media/ku-media/daily-brief/may-2022/may-12-2022.html | http://malendamonumetal.com/about.html,,2026-05-29,"verified=not-needed; Archived record fully confirmed as the correct metals artist: born 1946, BFA Kent State, MFA SUNY New Paltz (New Paltz), at Kutztown since 1987. The Miami Dade Junior College AA is plausible but not independently corroborated in the sources found (most bios skip it). He is now retired/emeritus rather than ""currently teaching""; Kent State and Kutztown both refer to him as emeritus/retired while noting he still teaches workshops and abroad. Name unchanged (also goes by ""Jim Malenda"" / runs ""Malenda MONUMETAL""). Alive as of 2025 (2025 Kent State award; Kutztown 2022 Daily Brief). Note one source (Kent State) loosely estimated his Kutztown tenure at 40 years and birth ~1949 from his 1971 graduation, but the Enamel Arts Foundation gives the firmer 1946 birth year, matching the archive. No obituary found."
18,person,crafts/metalsdirectorypage/p112.html,Thomas R. Markusen,alive/job/name-change,"Confirmed as the metalsmith: born 1940 (Chicago), BS/MS from University of Wisconsin-Madison, taught at SUNY Brockport 1968-1998. He retired in 1998 and is Professor Emeritus; he now runs Markusen Metal Studios in Kendall, NY. No obituary found and he appears in current donor/residence records, so likely living; no name change.",retired-emeritus,medium,https://brockport.academicworks.com/donors/thomas-r-and-mary-p-markusen | http://www.markusenmetal.com/Studio/thomas_roy_markusen.htm | http://www.markusenmetal.com/ | https://www.ganoksin.com/article/tom-markusen-holloware-maker-integrity/ | https://www.askart.com/artist/Thomas_Roy_Markusen/112113/Thomas_Roy_Markusen.aspx,,2026-05-29,"verified=not-needed; Identity is unambiguous — matches archived name, birth year 1940, University of Wisconsin-Madison BS/MS, and SUNY Brockport since 1968. He LEFT the archived ""currently teaching"" job: retired from Brockport in 1998 (Professor Emeritus), received an honorary Doctor of Fine Arts from SUNY in 1994, was a past president of the Society of North American Goldsmiths (SNAG) and an American Craft Council member. Since 1998 he operates Markusen Metal Studios, Ltd. (founded 1998) in Kendall, NY, making handmade holloware/copper sculpture; work is in the Museum of Arts and Design (NYC), the Vatican, and the White House collections. No name change found. No obituary or death notice located despite targeted searches (2020-2025); the SUNY Brockport Foundation donor page describes him as Emeritus and still active in philanthropy with his wife Mary P. Markusen, and he appears in current Kendall, NY residence records — so most evidence supports him being alive, though at ~86 (in 2026) and without a definitive recent statement, certainty is medium. The artist's askART page (Thomas_Roy_Markusen, id 112113) lists no death year. Caution: do not conflate with economist Ann Markusen or others."
19,person,crafts/metalsdirectorypage/p113.html,John Marshall,alive/job/name-change,"John Marshall (b. 1936, Pittsburgh), the silversmith/metalsmith, taught at the University of Washington from 1970 and retired in 2001, becoming Professor Emeritus; he is not currently teaching there. No name change and no obituary was found; alive status could not be confirmed.",retired-emeritus,high,https://www.johnmarshallmetalsmith.com/ | https://www.johnmarshallmetalsmith.com/timeline | https://www.aaa.si.edu/collections/john-marshall-papers-11575 | https://www.silversmithing.com/1hans27.htm | https://www.ganoksin.com/article/conversation-john-marshall/ | https://bainbridgebarn.org/jewelry/the-tools-of-a-master-find-a-new-home-at-barn/,,2026-05-29,"verified=not-needed; Confirmed as the correct metals-arts person: BFA Cleveland Institute of Art, MFA Syracuse University, taught at U. of Washington — all match the archived record. The archived claim that he is ""currently teaching at University of Washington since 1975"" is outdated; he retired in 2001 as head of the metal arts program and holds emeritus status. Founding member of SNAG; 2006 Hans Christensen Lifetime Achievement Award (Society of American Silversmiths); papers held at Smithsonian Archives of American Art. His personal site (johnmarshallmetalsmith.com) remains active and notes a later turn to painting. The most recent confirmed-alive reference is a May 2015 Bainbridge BARN article treating him in present tense. No death record or obituary was found in any search; given he would be ~89-90 in 2026, alive status is genuinely unknown — no evidence of death, but no recent confirmation of life either. Name is unchanged (note: a distinct same-named U.S. Supreme Court Chief Justice and other John Marshalls exist; this entry is the metalsmith)."
20,person,crafts/metalsdirectorypage/p114.html,Kurt Matzdorf,alive/job/name-change,"Kurt J. Matzdorf (1922–2008) was a German-born American silversmith/goldsmith and educator who founded the metals program at SUNY New Paltz, teaching there 1957–1985, and won SNAG's 2006 Lifetime Achievement Award. He died December 20, 2008.",retired-emeritus,high,https://en.wikipedia.org/wiki/Kurt_Matzdorf | https://sites.newpaltz.edu/news/2006/06/professor-emeritus-recognized-for-contribution-to-metalsmith-community/ | https://www.findagrave.com/memorial/228996715/kurt-j.-matzdorf | https://www.legacy.com/us/obituaries/nytimes/name/kurt-matzdorf-obituary?id=28875445 | https://www.jmberlin.de/en/topic-kurt-j-matzdorf,,2026-05-29,"verified=not-needed; Strong, unambiguous match: born 1922 in Germany; education aligns with archived record (London/Slade-area undergraduate sculpture work, University of Iowa MFA in silversmithing). No name change. Known especially for contemporary Judaica, ceremonial maces, and presidential chains of office. Findagrave gives 1922–2008. Archived 'currently teaching' was n/a, consistent with his being retired emeritus / deceased."
21,person,crafts/metalsdirectorypage/p115.html,Richard Mawdsley,alive/job/name-change,"Richard Mawdsley (b. 1945), the metalsmith/jeweler, retired from Southern Illinois University Carbondale in 2004 as Professor Emeritus and remains living and artistically active. He is not in the archived teaching job anymore (retired 20+ years ago), and his name is unchanged.",retired-emeritus,high,https://en.wikipedia.org/wiki/Richard_Mawdsley | https://americanart.si.edu/artist/richard-mawdsley-3182 | https://www.metalmuseum.org/post/2017/12/29/inside-the-collection-richard-mawdsley | https://www.craftinamerica.org/artist/richard-mawdsley/ | https://richardmawdsley.tumblr.com/bio | https://news.siu.edu/2013/05/050813amh13037.php,,2026-05-29,"verified=not-needed; Archived record matches the artist exactly (b. 1945, Emporia State BSE undergrad, University of Kansas MFA, SIU Carbondale since 1978). He built SIU's fine metals program in 1978 and retired in 2004 after 36 years of university teaching, becoming Professor Emeritus. Wikipedia categorizes him under ""Living people,"" lists age 80-81, and gives no death date (last updated March 2026). The several ""Richard Mawdsley"" obituaries that surface in search (Worcester, MA 1944-2017; ""Mel"" Mawdsley 2024; others) are clearly different individuals, NOT this artist. Distinguish from any same-named person in other fields. He maintains an active artist Tumblr (richardmawdsley.tumblr.com) and is collected by the Met, MFA Boston, Yale, MAD, Renwick/Smithsonian, MFA Houston. Elected to American Craft Council College of Fellows (1998)."
22,person,crafts/metalsdirectorypage/p116.html,Tom Mccarthy,alive/job/name-change,"Tom McCarthy (BA History, Grinnell 1983; MFA Metals, SIU Carbondale 1990) left the Florida Gulf Coast Art Center long ago (artist-in-residence there 1990-92, on staff through ~1998). He is now a St. Louis-based studio jeweler/metalsmith known for concrete-and-metal work, teaching at Craft Alliance since 2014; his site shows activity through 2021. No name change and no obituary found.</summary>
<parameter name=""notes"">Identity confirmed via his own site's resume matching the archived record exactly: Grinnell College (BA), Southern Illinois University-Carbondale (MFA, 1990, studied under Brent Kington and Richard Mawdsley), and Florida Gulf Coast Art Center, Belleair FL. NOT the same as the USNA History professor Tom McCarthy or other same-named people. Archived ""since 1990"" matches his 1990-92 FGC Art Center residency; he subsequently moved through Penland, John C. Campbell Folk School, Eckerd College, Morean Arts Center, Arrowmont, Idyllwild Arts, and now Craft Alliance St. Louis. Birth year 1960 not directly confirmed but consistent with a 1983 BA; no death record found. Confidence high on identity/role; 'alive=yes' inferred from absence of any obituary plus an actively maintained site/store (copyright 2021, live online shop and social links).",no,high,https://tommccarthyjewelry.com/about/resume | https://tommccarthyjewelry.com/ | https://tommccarthyjewelry.com/teaching-events | https://www.craftalliance.org/,,2026-05-29,verified=confirmed; 
23,person,crafts/metalsdirectorypage/p117.html,Rod Mccormick,alive/job/name-change,"Rod McCormick is the same metalsmith/sculptor/jeweler — Tyler BFA + RISD MFA — who taught at Philadelphia College of Art (which became the University of the Arts in 1987) as professor of jewelry/metals from 1986. The program ended ~2021 and UArts closed in 2024; he continues as an independent studio jeweler making 3D-printed work, shown at Gravers Lane Gallery. No obituary found; appears alive. Name unchanged.",no,high,http://rod-mccormick.com/?page_id=157 | https://www.uarts.edu/staff-directory/rmccormick | https://www.graverslanegallery.com/rod-mccormick | https://en.wikipedia.org/wiki/University_of_the_Arts_(Philadelphia),,2026-05-29,"verified=confirmed; Confirmed match on all archived facts: metalsmith/jeweler, BFA Tyler School of Art (Temple University), MFA Rhode Island School of Design, Philadelphia teaching career. The archived ""Philadelphia College of Art and Design since 1981"" corresponds to the same institutional lineage: Philadelphia College of Art merged into the University of the Arts in 1987; McCormick is documented as professor of jewelry/metals there since 1986. Search snippets give his BFA as 1974 and MFA as 1978, which conflicts with the archived birth year of 1952 only insofar as no source independently confirms the 1952 birth year (could not verify birth year; not contradicted either). His personal site (rod-mccormick.com) and the UArts staff page were both unreachable at research time (ECONNREFUSED — UArts is defunct after the 2024 closure), so bio details come from search-result excerpts of those pages plus Gravers Lane Gallery. No obituary or death record found, so marked alive. Distinct from the unrelated ""Rodney I. McCormick"" physics award at NC State."
24,person,crafts/metalsdirectorypage/p118.html,Tim McCreight,alive/job/name-change,"Tim McCreight, the metalsmith/jeweler and author of ""The Complete Metalsmith,"" is alive and active in Harpswell, Maine as of December 2025. He retired from full-time teaching at Maine College of Art (where he taught 1988–2005); no name change.",retired-emeritus,high,https://en.wikipedia.org/wiki/Tim_McCreight | https://harpswellanchor.org/2025/12/new-book-chronicles-pioneering-work-of-great-island-metalsmith-and-author/ | https://mainecrafts.org/2021-maine-craft-artist-award-tm/ | https://www.covestreetarts.com/exhibition-artist-bios/tim-mccreight,,2026-05-29,"verified=not-needed; Archived record fully matches the metalsmith: born 1951, BA College of Wooster, MFA Bowling Green State University, taught at Maine College of Art. Education/dates corroborated by Wikipedia. He left MCA around 2005, so ""currently teaching"" in the archive is outdated. He founded Brynmorgen Press (1985), is a past SNAG president, and received the 2021 Maine Craft Artist Award. A December 2025 Harpswell Anchor article includes a recent (Nov 2025) photo confirming he is living and active. No evidence of any name change or death."
25,person,crafts/metalsdirectorypage/p119.html,Vitrice Mcmurry,alive/job/name-change,"Vitrice McMurry is alive and an active New Orleans studio jeweler/metalsmith selling under ""Vitrice Jewelry"" (JazzFest, Symmetry Jewelers, Ogden Museum, etc.) as of 2024-2025. She taught metals at Metairie Park Country Day School for many years; her own bio now describes that teaching in the past tense, so her current status there is uncertain.",unknown,high,https://vitrice.indiemade.com/ | https://vitrice.indiemade.com/content/bio | https://www.myneworleans.com/vitrice-mcmurry-2014-new-orleans-top-female-achievers/ | https://www.nojazzfest.com/craft-vendors/vitrice-mcmurry/ | https://symmetryjewelers.com/collections/vitrice-mcmurry,,2026-05-29,"verified=not-needed; Identity confirmed as the metalsmith/jewelry educator: studied metalsmithing at LSU, taught metalworking at Metairie Park Country Day School since 1983, was original Crafts Director of the New Orleans Jazz & Heritage Festival for its first 10 years, founding member of RHINO Crafts Gallery. Name unchanged (McMurry, used professionally and on social media). No obituary found; she had an active Etsy review Dec 2024 and was a 2024 JazzFest vendor. Whether she still teaches at MPCDS is unknown — her current bio uses past tense (""taught for many years""), and she was not confirmed on the current MPCDS faculty page. Birth year 1947 not directly corroborated in sources found but plausible/uncontradicted."
26,person,crafts/metalsdirectorypage/p12.html,Bernard Bernstein,alive/job/name-change,"Bernard ""Bernie"" Bernstein (1928–2021) was an American metalsmith known for Judaica silver; he taught at City College of New York and later silversmithing/Judaica at the 92nd Street Y. He died July 28, 2021, so the archived ""currently teaching at 92nd Street Y"" record is now historical.",no,high,https://en.wikipedia.org/wiki/Bernard_Bernstein_(metalsmith) | https://www.wikidata.org/wiki/Q106629596 | https://archives.cjh.org/repositories/6/resources/56 | https://craftcouncil.org/recognition/bernard-bernstein | https://www.92ny.org/instructor/bernard-bernstein | https://www.cbsnews.com/newyork/news/hanukkah-celebrations-highlight-silversmith-bernard-bernsteins-craft/,,2026-05-29,"verified=not-needed; Strong match to the archived record (born 1928, 92nd Street Y, City College). Note discrepancy: the directory lists his graduate degrees as City College MS plus School for American Craftsmen MFA, while current sources cite an MFA from Rochester Institute of Technology (RIT — which absorbed the School for American Craftsmen) and a PhD from NYU (1972). These are reconcilable; SAC became part of RIT. Named a Fellow of the American Craft Council in 2009. A 92nd Street Y instructor page still exists. No name change. The 92ny.org instructor page (92ny.org/instructor/bernard-bernstein) is an additional source but may be a class-listing remnant."
27,person,crafts/metalsdirectorypage/p120.html,Brian Meek,alive/job/name-change,"Brian Meek (b. 1970), the metalsmith/jeweler with a Syracuse BFA, a year at City of London Polytechnic, and a Cranbrook MFA, is alive and active as the owner and tool designer of Knew Concepts, which he purchased after partner Lee Marshall died in June 2017. He still teaches metalsmithing workshops but holds no academic faculty post.",no,high,https://knewconcepts.com/about-knew-concepts.php | https://www.knewconcepts.com/Changing-of-the-guard.php | https://www.metalartsguildsf.org/member-of-the-month-archive/featuredmember2019/ | https://metalwerx.org/instructors/22389 | https://www.linkedin.com/in/brian-meek-86a0b017/ | https://orchid.ganoksin.com/t/introducing-brian-meek/26770,,2026-05-29,"verified=confirmed; Identity confirmed by exact match of all three education credentials (Syracuse BFA jewelry/metalsmithing, City of London Polytechnic, Cranbrook MFA metalsmithing). The archived directory listed ""currently teaching at: n/a,"" consistent with the fact he was a workshop/adult-ed teacher and toolmaker rather than a tenured academic; he previously taught 12 years at Santa Barbara City College Adult-Ed before moving to the Bay Area. No name change. Obituaries surfaced in search (Kansas City 2014; South Bend IN; ASME) are unrelated same-named individuals, not this jeweler. No obituary or death record exists for the metalsmith; he is presented as actively running Knew Concepts in 2019+ Metal Arts Guild SF feature and an active LinkedIn (Owner, Knew Concepts). His professional blog is alberic.net / ganoksin alberic blog."
28,person,crafts/metalsdirectorypage/p121.html,Bruce Metcalf,alive/job/name-change,"Bruce Metcalf (b. 1949, Amherst, MA) is alive and active as a leading art jeweler, critic, and craft historian; his archived part-time post at the University of the Arts ended when that institution abruptly closed in June 2024. He continues to exhibit (work on view at the Met through January 2026) and maintains his own website.",no,high,https://en.wikipedia.org/wiki/Bruce_Metcalf | https://www.brucemetcalf.com/ | https://www.brucemetcalf.com/personal-history | https://americanart.si.edu/artist/bruce-metcalf-7115 | https://artjewelryforum.org/articles/have-you-heard_august-part-1_8-5-2024/ | https://whyy.org/articles/university-of-the-arts-closing-philadelphia/ | https://www.legacy.com/us/obituaries/name/bruce-metcalf-obituary?id=57678684,,2026-05-29,"verified=confirmed; Name unchanged. Confirmed same person: BFA Crafts/Metalsmithing Syracuse University (1972), MFA Metalsmithing/Jewelry Tyler School of Art–Temple University (1977), taught at University of the Arts Philadelphia — matches archived record exactly. The archived ""University of the Arts -part time since 1994"" position no longer exists because UArts shut down in June 2024 after losing accreditation. IMPORTANT: A legacy.com obituary exists for a ""Bruce William Metcalf"" (1943–2025) of Peabody/Everett MA — this is a DIFFERENT person, a Massachusetts businessman (co-founder of Sequel Associates, Inc.), NOT the jeweler. The jeweler (b. 1949 Amherst MA) is explicitly described in an Aug 2024 Art Jewelry Forum piece as a ""living, breathing"" artist, with his 2001 brooch 'Memento Mori' on view at the Metropolitan Museum of Art through January 2026. Co-authored 'Makers: A History of American Studio Craft' (2010); named Master of the Medium by the James Renwick Alliance (2013); ACC Fellow (2014)."
29,person,crafts/metalsdirectorypage/p122.html,Alan T. Mette,alive/job/name-change,"Alan T. Mette is confirmed as the same metals/jewelry educator from the archived record: he joined the University of Illinois at Urbana-Champaign in 1981 and is now Professor Emeritus of Studio Art there, having co-chaired the Metals program and later served as Director of the School of Art + Design. No name change; no obituary found.",retired-emeritus,high,https://art.illinois.edu/people/profiles/alan-mette/ | https://www.news-gazette.com/arts-entertainment/studio-visit-alan-mette/article_a7d10282-504f-5d72-af9a-3170aafff8dd.html | https://opengovus.com/illinois-university-employee/alan-t-mette,,2026-05-29,"verified=not-needed; Identity confirmed on the institution's own faculty page, which matches the archive exactly: started at UIUC in 1981, BS from Wayne State, MA (Art Education) from UIUC, MFA (Studio Art) from Michigan State, specialization tagged ""Metal."" Status change: moved from active full professor to Professor Emeritus (retired/emeritus). The official profile was updated October 2024 with no memorial language, and no obituary surfaced in targeted searches, so he should be considered alive (no evidence of death). The archived education details are accurate. One archive imprecision: it labels his post as ""currently teaching since 1981"" — he is now retired/emeritus."
